Timestamp,Model,Num Samples,Distinct-1,Distinct-2,Distinct-3,Mean Repetition,Mean Length,Mean Perplexity
20251024_213612,../checkpoints/dialogue_finetuned/checkpoint-4500,10,0.4553846153846154,0.85625,0.9587301587301588,0.0219752673796791,65.0,4.124393248010565
20251024_213811,../checkpoints/dialogue_finetuned/checkpoint-4000,10,0.4408427876823338,0.8517298187808896,0.9581239530988276,0.035489631297381,61.7,4.147331750461209
20251024_214048,../checkpoints/dialogue_finetuned/checkpoint-4587,10,0.4272997032640949,0.8433734939759037,0.9434250764525994,0.0394032467899768,67.4,4.50131207810922
20251025_221012,../checkpoints/dialogue_finetuned_v2/checkpoint-3000,10,0.4545454545454545,0.8778359511343804,0.9715808170515098,0.0156444266540516,58.3,4.227835525651977
20251025_221309,../checkpoints/dialogue_finetuned_v2/checkpoint-3500,10,0.472809667673716,0.8588957055214724,0.9548286604361372,0.0329484321363506,66.2,4.412181157614691
20251025_221530,../checkpoints/dialogue_finetuned_v2/checkpoint-3945,10,0.428341384863124,0.8281505728314239,0.9417637271214643,0.03941964253605208,62.1,4.519033792116334
2025-11-20T14:48:15.678830,VN Emotion (Merged),merged,True,70,0.3207683943457775,0.7980661956117516,0.9297441771668575,0.001072974644403216,39.41428571428571,14.98593071912119,2.421070112500872,0.2805680839002268
2025-11-20T14:51:21.875629,VN No Emotion (Merged),merged,False,70,0.3385185185185185,0.7931558935361217,0.92578125,0.00035714285714285747,38.57142857142857,23.986707147571998,2.42482601915087
2025-11-20T14:54:31.541472,VN Split (4 Characters),split,True,70,0.2841079460269865,0.7906081601231717,0.9537183544303798,0.001485483459167669,38.114285714285714,22.89957987501214,2.4671811614717756,0.28348100907029466
